//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=422       
StartTime=2025/08/26 10:42:10
EndTime=2025/08/26 10:49:11
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],Weiss-DO [mg/l],電池電圧 [V],G&G-DO [mg/l],B&K-DO [mg/l],
2025/08/26,10:46:41,38.8266,16.716,34.433,43.987,53789.623,1025.318,25.146,1.09,1.09,0.06,77.24,6.086,8.22,6.095,6.096,
2025/08/26,10:46:42,38.6976,16.723,34.430,43.990,53783.954,1025.314,25.142,1.10,1.10,0.05,77.26,6.087,8.22,6.096,6.097,
2025/08/26,10:46:43,38.5901,16.726,34.433,43.996,53786.645,1025.315,25.144,1.09,1.09,0.06,77.25,6.086,8.23,6.095,6.096,
2025/08/26,10:46:44,38.0526,16.739,34.439,44.016,53791.520,1025.314,25.145,1.05,1.05,0.09,77.25,6.084,8.22,6.093,6.094,
2025/08/26,10:46:45,37.7732,16.759,34.440,44.036,53787.661,1025.309,25.141,1.09,1.09,0.05,77.29,6.085,8.25,6.094,6.094,
2025/08/26,10:46:46,37.8377,16.769,34.441,44.047,53786.386,1025.307,25.139,1.21,1.21,0.05,77.26,6.081,8.23,6.090,6.091,
2025/08/26,10:46:47,37.5152,16.805,34.437,44.077,53772.551,1025.295,25.128,1.06,1.06,0.06,77.40,6.089,8.23,6.098,6.098,
2025/08/26,10:46:48,37.0852,16.811,34.435,44.081,53767.356,1025.290,25.125,1.11,1.11,0.05,77.35,6.084,8.22,6.093,6.094,
2025/08/26,10:46:49,36.8487,16.818,34.438,44.092,53770.572,1025.290,25.126,1.09,1.09,0.06,77.41,6.088,8.23,6.097,6.097,
2025/08/26,10:46:50,36.7412,16.820,34.427,44.081,53754.501,1025.280,25.117,0.97,0.97,0.06,77.45,6.091,8.22,6.100,6.101,
2025/08/26,10:46:51,36.4187,16.823,34.469,44.131,53811.969,1025.310,25.149,1.13,1.13,0.04,77.47,6.090,8.23,6.099,6.099,
2025/08/26,10:46:52,35.9673,16.880,34.446,44.161,53765.946,1025.277,25.118,1.49,1.49,0.06,77.63,6.098,8.22,6.107,6.108,
2025/08/26,10:46:53,35.7738,16.897,34.429,44.158,53737.593,1025.259,25.100,1.18,1.18,0.06,77.69,6.101,8.22,6.111,6.111,
2025/08/26,10:46:54,35.6233,16.847,34.428,44.108,53748.448,1025.269,25.111,1.05,1.05,0.05,77.70,6.107,8.23,6.116,6.116,
2025/08/26,10:46:55,35.2363,16.907,34.469,44.213,53790.392,1025.285,25.129,1.18,1.18,0.06,77.73,6.100,8.19,6.109,6.109,
2025/08/26,10:46:56,34.8063,16.950,34.446,44.229,53748.389,1025.255,25.101,1.15,1.15,0.05,77.81,6.104,8.25,6.113,6.113,
2025/08/26,10:46:57,34.5914,16.960,34.438,44.231,53734.782,1025.246,25.093,1.33,1.33,0.09,77.92,6.111,8.23,6.121,6.121,
2025/08/26,10:46:58,34.4409,16.969,34.456,44.259,53757.275,1025.257,25.104,1.03,1.03,0.05,77.85,6.104,8.22,6.114,6.114,
2025/08/26,10:46:59,34.0754,17.008,34.442,44.281,53727.858,1025.235,25.084,1.09,1.09,0.06,77.92,6.106,8.22,6.115,6.115,
2025/08/26,10:47:00,33.7959,17.013,34.440,44.284,53723.293,1025.231,25.081,1.12,1.12,0.04,77.99,6.110,8.22,6.120,6.120,
2025/08/26,10:47:01,33.4734,17.017,34.442,44.289,53724.778,1025.230,25.082,1.06,1.06,0.08,77.97,6.109,8.23,6.119,6.119,
2025/08/26,10:47:02,33.2369,17.024,34.441,44.296,53722.491,1025.227,25.080,1.39,1.39,0.17,77.97,6.107,8.22,6.117,6.117,
2025/08/26,10:47:03,33.1509,17.029,34.438,44.297,53716.265,1025.223,25.076,1.12,1.12,0.05,78.04,6.113,8.23,6.122,6.123,
2025/08/26,10:47:04,32.7855,17.033,34.446,44.310,53726.410,1025.226,25.081,1.23,1.23,0.06,78.08,6.115,8.22,6.124,6.125,
2025/08/26,10:47:05,32.3985,17.050,34.446,44.326,53721.846,1025.220,25.077,1.14,1.14,0.05,78.18,6.120,8.21,6.130,6.130,
2025/08/26,10:47:06,32.0975,17.062,34.440,44.331,53711.112,1025.212,25.070,1.28,1.28,0.08,78.17,6.119,8.22,6.129,6.129,
2025/08/26,10:47:07,31.8395,17.075,34.448,44.353,53719.626,1025.214,25.073,1.11,1.11,0.05,78.22,6.121,8.23,6.131,6.131,
2025/08/26,10:47:08,31.5170,17.096,34.452,44.379,53719.669,1025.211,25.071,1.12,1.12,0.05,78.27,6.123,8.22,6.133,6.133,
2025/08/26,10:47:09,31.2591,17.112,34.438,44.377,53696.144,1025.195,25.057,1.11,1.11,0.13,78.37,6.129,8.19,6.139,6.139,
2025/08/26,10:47:10,31.1516,17.114,34.438,44.379,53695.457,1025.194,25.056,1.06,1.06,0.06,78.40,6.131,8.23,6.140,6.141,
2025/08/26,10:47:11,30.8076,17.136,34.462,44.429,53723.437,1025.206,25.069,1.13,1.13,0.06,78.49,6.134,8.22,6.143,6.144,
2025/08/26,10:47:12,30.5281,17.182,34.443,44.452,53685.402,1025.179,25.043,1.23,1.23,0.08,78.47,6.129,8.23,6.138,6.139,
2025/08/26,10:47:13,30.2271,17.192,34.443,44.461,53682.719,1025.175,25.041,1.33,1.33,0.06,78.62,6.140,8.23,6.149,6.150,
2025/08/26,10:47:14,29.9046,17.202,34.436,44.463,53671.293,1025.166,25.034,1.09,1.09,0.06,78.68,6.143,8.23,6.152,6.153,
2025/08/26,10:47:15,29.6467,17.212,34.454,44.494,53692.931,1025.176,25.044,1.23,1.23,0.09,78.70,6.143,8.22,6.153,6.153,
2025/08/26,10:47:16,29.3672,17.248,34.479,44.558,53719.677,1025.185,25.055,1.23,1.23,0.06,78.90,6.152,8.23,6.162,6.163,
2025/08/26,10:47:17,29.1092,17.294,34.472,44.595,53699.457,1025.168,25.039,1.22,1.22,0.05,79.03,6.158,8.22,6.168,6.168,
2025/08/26,10:47:18,28.8082,17.352,34.439,44.614,53639.166,1025.127,25.000,1.19,1.19,0.05,79.32,6.176,8.21,6.186,6.186,
2025/08/26,10:47:19,28.6577,17.371,34.437,44.631,53631.704,1025.120,24.994,1.20,1.20,0.06,79.40,6.178,8.22,6.188,6.189,
2025/08/26,10:47:20,28.3567,17.392,34.438,44.653,53628.191,1025.115,24.989,1.70,1.70,0.06,79.60,6.192,8.25,6.202,6.202,
2025/08/26,10:47:21,28.0558,17.419,34.427,44.666,53606.134,1025.098,24.974,1.86,1.86,0.06,79.72,6.200,8.23,6.210,6.210,
2025/08/26,10:47:22,27.8623,17.431,34.463,44.720,53654.091,1025.123,24.999,1.40,1.40,0.05,79.84,6.205,8.21,6.215,6.216,
2025/08/26,10:47:23,27.4968,17.521,34.459,44.803,53626.317,1025.096,24.974,1.51,1.51,0.08,80.07,6.213,8.23,6.223,6.224,
2025/08/26,10:47:24,27.2388,17.589,34.414,44.818,53549.085,1025.044,24.924,1.53,1.53,0.06,80.50,6.240,8.22,6.251,6.251,
2025/08/26,10:47:25,27.1313,17.600,34.443,44.862,53586.725,1025.063,24.943,1.43,1.43,0.09,80.96,6.274,8.23,6.284,6.284,
2025/08/26,10:47:26,26.8303,17.654,34.410,44.877,53528.259,1025.023,24.905,1.90,1.90,0.08,81.21,6.288,8.23,6.298,6.299,
2025/08/26,10:47:27,26.5938,17.662,34.393,44.865,53502.134,1025.007,24.890,1.51,1.51,0.06,81.45,6.306,8.22,6.317,6.317,
2025/08/26,10:47:28,26.2284,17.656,34.393,44.859,53503.762,1025.007,24.891,1.67,1.67,0.06,81.55,6.313,8.23,6.324,6.324,
2025/08/26,10:47:29,25.8844,17.665,34.412,44.890,53527.508,1025.018,24.903,1.64,1.64,0.06,81.59,6.315,8.23,6.326,6.326,
2025/08/26,10:47:30,25.7554,17.684,34.407,44.903,53516.545,1025.009,24.895,1.63,1.63,0.08,81.74,6.325,8.22,6.335,6.336,
2025/08/26,10:47:31,25.4974,17.693,34.385,44.886,53483.972,1024.989,24.876,1.79,1.79,0.06,81.81,6.330,8.23,6.340,6.341,
2025/08/26,10:47:32,25.1964,17.722,34.423,44.959,53529.489,1025.009,24.898,1.63,1.63,0.08,81.87,6.331,8.22,6.341,6.342,
2025/08/26,10:47:33,25.0459,17.754,34.386,44.947,53470.904,1024.973,24.862,1.78,1.78,0.09,82.03,6.340,8.22,6.351,6.351,
2025/08/26,10:47:34,24.8525,17.741,34.403,44.954,53497.736,1024.988,24.878,1.98,1.98,0.06,82.13,6.349,8.19,6.359,6.360,
2025/08/26,10:47:35,24.4440,17.745,34.393,44.947,53482.807,1024.978,24.870,1.81,1.81,0.09,82.11,6.347,8.21,6.357,6.358,
2025/08/26,10:47:36,24.1860,17.779,34.387,44.973,53467.054,1024.964,24.857,1.91,1.91,0.06,82.21,6.351,8.22,6.362,6.363,
2025/08/26,10:47:37,23.8635,17.820,34.400,45.028,53475.423,1024.962,24.857,1.98,1.98,0.08,82.32,6.355,8.23,6.366,6.366,
2025/08/26,10:47:38,23.7345,17.849,34.398,45.054,53465.820,1024.953,24.848,1.70,1.70,0.06,82.50,6.364,8.22,6.375,6.375,
2025/08/26,10:47:39,23.4980,17.866,34.427,45.105,53502.052,1024.970,24.866,1.75,1.75,0.08,82.61,6.369,8.18,6.380,6.380,
2025/08/26,10:47:40,23.1326,17.911,34.425,45.147,53489.179,1024.956,24.854,1.90,1.90,0.08,82.78,6.378,8.22,6.389,6.389,
2025/08/26,10:47:41,22.8961,17.973,34.411,45.192,53455.428,1024.929,24.827,1.73,1.73,0.09,83.06,6.393,8.23,6.404,6.404,
2025/08/26,10:47:42,22.7671,18.013,34.420,45.242,53458.829,1024.925,24.824,2.26,2.26,0.05,83.28,6.404,8.25,6.415,6.416,
2025/08/26,10:47:43,22.4876,18.049,34.409,45.265,53436.283,1024.907,24.808,1.89,1.89,0.06,83.40,6.408,8.22,6.419,6.420,
2025/08/26,10:47:44,22.0361,18.100,34.496,45.417,53545.713,1024.959,24.862,1.92,1.92,0.05,83.62,6.414,8.21,6.426,6.426,
2025/08/26,10:47:45,21.9501,18.306,34.413,45.524,53385.553,1024.844,24.747,2.20,2.20,0.06,84.20,6.438,8.23,6.450,6.450,
2025/08/26,10:47:46,21.7566,18.317,34.427,45.550,53402.127,1024.851,24.755,2.30,2.30,0.08,84.62,6.469,8.25,6.480,6.481,
2025/08/26,10:47:47,21.4127,18.469,34.441,45.718,53389.269,1024.822,24.728,2.31,2.31,0.08,84.86,6.475,8.23,6.487,6.487,
2025/08/26,10:47:48,21.1977,18.596,34.427,45.827,53342.014,1024.778,24.685,2.41,2.41,0.10,85.26,6.485,8.25,6.497,6.497,
2025/08/26,10:47:49,20.9397,18.704,34.393,45.895,53273.385,1024.725,24.632,2.53,2.53,0.08,86.04,6.533,8.21,6.545,6.545,
2025/08/26,10:47:50,20.6817,18.783,34.395,45.975,53259.591,1024.705,24.614,2.24,2.24,0.09,86.41,6.552,8.24,6.564,6.565,
2025/08/26,10:47:51,20.4882,18.873,34.392,46.061,53236.046,1024.679,24.589,2.18,2.18,0.09,86.84,6.574,8.22,6.587,6.587,
2025/08/26,10:47:52,20.2517,19.024,34.421,46.245,53245.384,1024.662,24.573,2.42,2.42,0.08,87.23,6.588,8.22,6.601,6.602,
2025/08/26,10:47:53,19.8648,19.144,34.378,46.313,53161.751,1024.597,24.509,2.29,2.29,0.08,87.71,6.610,8.23,6.623,6.623,
2025/08/26,10:47:54,19.6283,19.218,34.354,46.357,53113.761,1024.558,24.472,2.34,2.34,0.08,88.06,6.626,8.23,6.639,6.640,
2025/08/26,10:47:55,19.4778,19.315,34.357,46.458,53098.911,1024.535,24.449,2.28,2.28,0.08,88.42,6.641,8.21,6.654,6.655,
2025/08/26,10:47:56,19.1768,19.367,34.355,46.507,53084.949,1024.519,24.434,2.27,2.27,0.10,88.74,6.656,8.23,6.670,6.670,
2025/08/26,10:47:57,18.8973,19.428,34.325,46.531,53032.004,1024.479,24.396,2.41,2.41,0.09,89.03,6.674,8.21,6.687,6.688,
2025/08/26,10:47:58,18.7898,19.429,34.322,46.528,53027.351,1024.476,24.393,2.41,2.41,0.09,89.12,6.678,8.22,6.692,6.693,
2025/08/26,10:47:59,18.6393,19.430,34.322,46.528,53026.981,1024.475,24.393,2.37,2.37,0.14,89.23,6.688,8.23,6.701,6.702,
2025/08/26,10:48:00,18.2954,19.437,34.321,46.535,53024.885,1024.471,24.391,2.68,2.68,0.12,89.29,6.691,8.22,6.704,6.705,
2025/08/26,10:48:01,17.9299,19.451,34.311,46.537,53008.172,1024.458,24.379,2.36,2.36,0.12,89.29,6.690,8.19,6.703,6.704,
2025/08/26,10:48:02,17.8439,19.453,34.316,46.544,53014.122,1024.461,24.382,2.56,2.56,0.12,89.30,6.688,8.21,6.702,6.702,
2025/08/26,10:48:03,17.5429,19.452,34.316,46.544,53014.646,1024.460,24.383,2.60,2.60,0.15,89.34,6.692,8.21,6.706,6.707,
2025/08/26,10:48:04,17.2419,19.452,34.313,46.540,53010.303,1024.457,24.381,2.48,2.48,0.17,89.33,6.692,8.21,6.705,6.706,
2025/08/26,10:48:05,17.0054,19.449,34.315,46.539,53012.588,1024.457,24.382,2.42,2.42,0.14,89.31,6.690,8.19,6.704,6.704,
2025/08/26,10:48:06,16.8550,19.448,34.316,46.539,53015.065,1024.458,24.384,2.80,2.80,0.13,89.28,6.688,8.18,6.702,6.703,
2025/08/26,10:48:07,16.6400,19.448,34.316,46.539,53014.119,1024.457,24.383,3.05,3.05,0.10,89.29,6.689,8.22,6.703,6.703,
2025/08/26,10:48:08,16.2530,19.450,34.313,46.537,53009.653,1024.452,24.381,2.75,2.75,0.13,89.34,6.694,8.21,6.707,6.708,
2025/08/26,10:48:09,15.8230,19.450,34.315,46.539,53011.669,1024.452,24.382,2.52,2.52,0.13,89.38,6.696,8.23,6.709,6.710,
2025/08/26,10:48:10,15.7155,19.449,34.313,46.536,53010.249,1024.451,24.382,2.36,2.36,0.14,89.39,6.695,8.22,6.709,6.710,
2025/08/26,10:48:11,15.6295,19.446,34.314,46.533,53011.188,1024.451,24.383,2.74,2.74,0.14,89.35,6.693,8.22,6.707,6.707,
2025/08/26,10:48:12,15.1781,19.444,34.310,46.528,53006.732,1024.447,24.380,2.52,2.52,0.13,89.31,6.691,8.23,6.704,6.705,
2025/08/26,10:48:13,14.7911,19.443,34.309,46.525,53005.339,1024.445,24.380,2.42,2.42,0.17,89.31,6.690,8.19,6.704,6.704,
2025/08/26,10:48:14,14.8556,19.443,34.309,46.524,53004.486,1024.445,24.379,2.54,2.54,0.14,89.34,6.692,8.23,6.706,6.706,
2025/08/26,10:48:15,14.4686,19.439,34.309,46.521,53005.441,1024.444,24.381,2.57,2.57,0.12,89.35,6.694,8.23,6.707,6.708,
2025/08/26,10:48:16,13.9311,19.458,34.319,46.551,53014.909,1024.444,24.383,2.67,2.67,0.17,89.40,6.696,8.22,6.710,6.711,
2025/08/26,10:48:17,13.9096,19.479,34.304,46.555,52991.288,1024.428,24.367,2.55,2.55,0.14,89.52,6.702,8.21,6.716,6.717,
2025/08/26,10:48:18,13.5872,19.509,34.682,47.041,53505.059,1024.707,24.647,2.67,2.67,0.15,89.68,6.696,8.22,6.709,6.710,
2025/08/26,10:48:19,13.2862,21.390,34.288,48.447,52626.118,1023.904,23.845,3.46,3.46,0.17,92.42,6.726,8.21,6.741,6.742,
2025/08/26,10:48:20,13.0497,21.564,34.248,48.571,52542.594,1023.824,23.767,3.18,3.18,0.14,95.38,6.897,8.21,6.913,6.914,
2025/08/26,10:48:21,12.7487,21.769,34.290,48.830,52566.904,1023.798,23.742,3.03,3.03,0.15,97.07,6.987,8.19,7.003,7.004,
2025/08/26,10:48:22,12.4692,22.056,34.211,49.020,52414.528,1023.657,23.603,3.04,3.04,0.09,98.29,7.044,8.23,7.061,7.062,
2025/08/26,10:48:23,12.2757,22.177,34.198,49.125,52377.067,1023.612,23.559,2.64,2.64,0.09,98.80,7.063,8.21,7.080,7.081,
2025/08/26,10:48:24,11.9963,22.285,34.190,49.224,52350.057,1023.575,23.522,2.63,2.63,0.10,99.15,7.073,8.22,7.090,7.091,
2025/08/26,10:48:25,11.7168,22.327,34.218,49.302,52381.743,1023.583,23.532,2.84,2.84,0.12,99.67,7.100,8.20,7.117,7.118,
2025/08/26,10:48:26,11.4158,22.447,34.203,49.403,52342.756,1023.536,23.487,2.96,2.96,0.10,99.85,7.103,8.19,7.120,7.121,
2025/08/26,10:48:27,11.1363,22.590,34.213,49.561,52335.774,1023.503,23.454,2.87,2.87,0.08,100.23,7.114,8.22,7.131,7.132,
2025/08/26,10:48:28,10.9213,22.949,34.168,49.865,52221.519,1023.365,23.317,2.93,2.93,0.12,100.86,7.130,8.21,7.148,7.149,
2025/08/26,10:48:29,10.5343,23.050,34.133,49.922,52160.189,1023.308,23.262,2.83,2.83,0.08,101.51,7.147,8.22,7.165,7.166,
2025/08/26,10:48:30,10.2334,23.127,34.107,49.966,52112.617,1023.264,23.220,2.91,2.91,0.08,101.98,7.166,8.22,7.184,7.185,
2025/08/26,10:48:31,10.0399,23.146,34.114,49.994,52120.263,1023.264,23.220,2.65,2.65,0.10,102.06,7.165,8.23,7.184,7.185,
2025/08/26,10:48:32,9.7819,23.159,34.111,50.003,52113.975,1023.256,23.214,2.57,2.57,0.15,102.16,7.176,8.23,7.195,7.196,
2025/08/26,10:48:33,9.4164,23.191,34.121,50.048,52122.923,1023.253,23.212,2.91,2.91,0.10,102.46,7.193,8.22,7.212,7.213,
2025/08/26,10:48:34,9.1369,23.261,34.117,50.113,52106.859,1023.228,23.189,3.11,3.11,0.13,102.44,7.181,8.23,7.199,7.200,
2025/08/26,10:48:35,8.8574,23.344,34.148,50.238,52137.825,1023.227,23.188,2.54,2.54,0.12,102.58,7.185,8.22,7.204,7.205,
2025/08/26,10:48:36,8.5135,23.520,34.108,50.364,52058.909,1023.144,23.107,2.93,2.93,0.10,102.79,7.179,8.23,7.197,7.198,
2025/08/26,10:48:37,8.2985,23.570,34.112,50.420,52058.011,1023.132,23.096,2.58,2.58,0.13,102.88,7.174,8.23,7.193,7.194,
2025/08/26,10:48:38,7.9115,23.746,34.147,50.645,52081.322,1023.105,23.070,2.38,2.38,0.12,103.40,7.194,8.22,7.213,7.214,
2025/08/26,10:48:39,7.5890,23.878,34.085,50.696,51979.156,1023.017,22.984,2.28,2.28,0.13,103.77,7.201,8.22,7.220,7.221,
2025/08/26,10:48:40,7.2880,23.911,34.098,50.747,51992.474,1023.016,22.985,2.15,2.15,0.10,103.98,7.209,8.21,7.228,7.229,
2025/08/26,10:48:41,6.9871,24.188,34.091,51.019,51946.940,1022.928,22.898,2.03,2.03,0.09,104.17,7.195,8.22,7.214,7.215,
2025/08/26,10:48:42,6.8151,24.349,34.038,51.112,51854.773,1022.840,22.810,1.98,1.98,0.12,104.85,7.218,8.23,7.237,7.239,
2025/08/26,10:48:43,6.4281,24.383,34.104,51.234,51939.132,1022.877,22.849,1.87,1.87,0.12,105.46,7.257,8.23,7.276,7.277,
2025/08/26,10:48:44,6.1056,24.518,34.043,51.290,51840.348,1022.790,22.764,1.85,1.85,0.12,105.84,7.269,8.22,7.288,7.289,
2025/08/26,10:48:45,5.9121,24.542,34.044,51.316,51837.458,1022.782,22.756,1.81,1.81,0.14,106.11,7.276,8.19,7.296,7.297,
2025/08/26,10:48:46,5.5037,24.553,34.042,51.323,51833.531,1022.776,22.752,1.84,1.84,0.13,106.45,7.300,8.22,7.320,7.321,
2025/08/26,10:48:47,5.1167,24.569,34.040,51.337,51828.621,1022.768,22.745,1.76,1.76,0.15,106.47,7.301,8.23,7.321,7.322,
2025/08/26,10:48:48,4.9877,24.564,34.045,51.338,51836.067,1022.773,22.751,1.67,1.67,0.14,106.58,7.304,8.22,7.323,7.325,
2025/08/26,10:48:49,4.6437,24.593,34.049,51.373,51837.503,1022.765,22.745,1.67,1.67,0.13,106.53,7.301,8.22,7.320,7.321,
2025/08/26,10:48:50,4.2567,24.647,34.040,51.417,51818.710,1022.741,22.722,1.66,1.66,0.14,106.79,7.309,8.21,7.329,7.330,
2025/08/26,10:48:51,4.0417,24.665,34.040,51.434,51816.480,1022.734,22.717,1.64,1.64,0.13,106.92,7.314,8.21,7.334,7.335,
2025/08/26,10:48:52,3.6333,24.674,34.046,51.451,51823.253,1022.734,22.719,1.65,1.65,0.13,106.95,7.316,8.19,7.336,7.337,
2025/08/26,10:48:53,3.3108,24.687,34.050,51.470,51827.049,1022.732,22.718,1.55,1.55,0.15,107.05,7.326,8.22,7.346,7.347,
2025/08/26,10:48:54,3.1388,24.698,34.063,51.499,51843.132,1022.738,22.724,1.40,1.40,0.13,107.24,7.338,8.18,7.358,7.359,
2025/08/26,10:48:55,2.7088,24.713,34.050,51.497,51824.243,1022.722,22.710,1.41,1.41,0.14,107.24,7.333,8.22,7.353,7.354,
2025/08/26,10:48:56,2.3649,24.747,34.054,51.536,51825.039,1022.713,22.703,1.43,1.43,0.15,107.29,7.328,8.23,7.348,7.349,
2025/08/26,10:48:57,2.1069,24.758,34.046,51.537,51812.874,1022.703,22.694,1.59,1.59,0.18,107.31,7.332,8.19,7.352,7.353,
2025/08/26,10:48:58,1.8059,24.776,34.060,51.574,51829.388,1022.707,22.699,1.34,1.34,0.15,107.46,7.344,8.22,7.364,7.365,
2025/08/26,10:48:59,1.4619,24.850,34.049,51.634,51805.228,1022.674,22.668,1.26,1.26,0.18,107.53,7.332,8.23,7.352,7.353,
2025/08/26,10:49:00,1.1179,24.841,34.047,51.622,51803.435,1022.674,22.669,1.25,1.25,0.17,107.65,7.341,8.21,7.361,7.362,
2025/08/26,10:49:01,0.7525,24.858,34.029,51.616,51777.259,1022.654,22.651,1.23,1.23,0.22,107.51,7.330,8.21,7.350,7.352,
2025/08/26,10:49:02,0.5160,24.877,34.021,51.623,51763.269,1022.641,22.638,1.30,1.30,0.19,107.52,7.330,8.21,7.350,7.351,
2025/08/26,10:49:03,0.2365,24.917,24.449,38.422,38492.203,1015.414,15.413,-0.75,-0.75,-2.84,107.56,7.737,8.22,7.759,7.759,
2025/08/26,10:49:04,0.1505,24.860,1.267,2.458,2465.862,998.040,-1.961,0.18,0.18,-0.01,106.52,8.758,8.22,8.781,8.781,
2025/08/26,10:49:05,0.1505,24.774,0.994,1.949,1958.377,997.856,-2.144,0.20,0.20,-0.01,105.54,8.701,8.23,8.723,8.723,
2025/08/26,10:49:06,0.1505,24.956,0.860,1.703,1704.248,997.708,-2.293,0.21,0.21,-0.03,104.81,8.650,8.23,8.672,8.673,
2025/08/26,10:49:07,0.1505,24.948,0.773,1.538,1539.798,997.645,-2.356,0.19,0.19,-0.01,104.08,8.597,8.22,8.619,8.620,
2025/08/26,10:49:08,0.1505,25.019,0.517,1.047,1046.958,997.433,-2.567,1.67,1.67,0.26,102.78,8.496,8.19,8.517,8.518,
2025/08/26,10:49:09,0.1290,25.100,0.441,0.900,898.244,997.355,-2.645,0.26,0.26,0.00,101.72,8.417,8.21,8.439,8.439,
2025/08/26,10:49:10,0.1505,25.110,0.318,0.656,654.083,997.260,-2.741,0.22,0.22,-0.01,101.26,8.393,8.23,8.414,8.415,
2025/08/26,10:49:11,0.1505,25.085,0.268,0.554,552.733,997.228,-2.773,0.23,0.23,-0.01,100.52,8.338,8.23,8.359,8.360,
