//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=425       
StartTime=2025/08/26 10:31:54
EndTime=2025/08/26 10:38:58
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],Weiss-DO [mg/l],電池電圧 [V],G&G-DO [mg/l],B&K-DO [mg/l],
2025/08/26,10:32:37,6.4281,24.617,34.046,51.395,51831.598,1022.764,22.736,1.99,1.99,0.14,106.60,7.277,8.27,7.297,7.298,
2025/08/26,10:32:38,6.8366,24.283,34.093,51.119,51937.980,1022.901,22.871,2.19,2.19,0.15,106.32,7.303,8.28,7.322,7.323,
2025/08/26,10:32:39,7.0946,23.707,34.117,50.565,52046.120,1023.090,23.059,2.29,2.29,0.13,105.05,7.272,8.28,7.291,7.292,
2025/08/26,10:32:40,7.4385,23.578,34.092,50.401,52029.113,1023.110,23.078,2.34,2.34,0.10,104.16,7.232,8.26,7.251,7.252,
2025/08/26,10:32:41,7.8685,23.573,34.113,50.423,52058.015,1023.129,23.095,2.38,2.38,0.12,103.79,7.209,8.28,7.228,7.229,
2025/08/26,10:32:42,8.2555,23.568,34.099,50.401,52040.674,1023.122,23.086,2.44,2.44,0.12,103.66,7.200,8.27,7.219,7.220,
2025/08/26,10:32:43,8.5350,23.541,34.100,50.375,52045.237,1023.132,23.094,2.26,2.26,0.09,103.71,7.207,8.24,7.226,7.227,
2025/08/26,10:32:44,8.7930,23.455,34.112,50.304,52073.851,1023.167,23.129,2.76,2.76,0.10,103.62,7.211,8.25,7.230,7.231,
2025/08/26,10:32:45,9.0939,23.422,34.109,50.265,52073.731,1023.176,23.136,2.59,2.59,0.17,103.33,7.194,8.27,7.213,7.214,
2025/08/26,10:32:46,9.4594,23.336,34.102,50.170,52076.203,1023.197,23.155,2.71,2.71,0.12,103.27,7.203,8.25,7.222,7.223,
2025/08/26,10:32:47,9.9109,23.311,34.117,50.165,52101.112,1023.218,23.175,3.09,3.09,0.09,103.39,7.214,8.27,7.233,7.234,
2025/08/26,10:32:48,10.1904,23.250,34.132,50.123,52130.088,1023.248,23.204,3.05,3.05,0.12,103.58,7.233,8.27,7.251,7.252,
2025/08/26,10:32:49,10.4269,23.096,34.125,49.958,52142.522,1023.288,23.243,3.33,3.33,0.08,103.59,7.253,8.25,7.272,7.273,
2025/08/26,10:32:50,10.8998,22.553,34.207,49.516,52332.927,1023.508,23.460,2.88,2.88,0.09,102.36,7.235,8.27,7.253,7.254,
2025/08/26,10:32:51,11.2653,22.212,34.295,49.284,52504.306,1023.672,23.623,3.21,3.21,0.27,100.77,7.154,8.26,7.171,7.172,
2025/08/26,10:32:52,11.4588,22.199,34.220,49.175,52403.879,1023.619,23.569,2.71,2.71,0.12,99.91,7.103,8.27,7.121,7.122,
2025/08/26,10:32:53,11.8028,22.091,34.185,49.022,52373.393,1023.625,23.573,3.02,3.02,0.13,99.35,7.077,8.24,7.094,7.095,
2025/08/26,10:32:54,12.2112,22.043,34.192,48.982,52390.601,1023.646,23.592,3.05,3.05,0.15,99.15,7.069,8.25,7.087,7.088,
2025/08/26,10:32:55,12.5982,21.719,34.208,48.676,52462.773,1023.749,23.694,2.73,2.73,0.15,98.66,7.062,8.27,7.079,7.080,
2025/08/26,10:32:56,12.7917,21.541,34.202,48.490,52483.374,1023.794,23.738,2.77,2.77,0.20,97.75,7.031,8.25,7.048,7.049,
2025/08/26,10:32:57,12.9637,21.119,34.241,48.115,52606.651,1023.941,23.884,2.83,2.83,0.22,96.60,6.987,8.25,7.003,7.004,
2025/08/26,10:32:58,13.3937,19.955,34.377,47.118,53000.401,1024.357,24.298,2.75,2.75,0.23,94.12,6.949,8.26,6.964,6.965,
2025/08/26,10:32:59,13.7161,19.915,34.335,47.027,52950.268,1024.337,24.277,2.49,2.49,0.24,92.23,6.821,8.26,6.835,6.836,
2025/08/26,10:33:00,13.9311,19.904,34.335,47.015,52951.726,1024.341,24.279,2.58,2.58,0.22,91.44,6.763,8.25,6.777,6.778,
2025/08/26,10:33:01,14.2536,19.826,34.297,46.891,52914.532,1024.334,24.271,2.51,2.51,0.15,91.06,6.749,8.26,6.763,6.764,
2025/08/26,10:33:02,14.5116,19.796,34.323,46.893,52955.826,1024.362,24.298,2.25,2.25,0.19,90.81,6.732,8.26,6.746,6.747,
2025/08/26,10:33:03,14.7481,19.789,34.311,46.871,52940.878,1024.356,24.291,2.35,2.35,0.18,90.76,6.728,8.28,6.742,6.743,
2025/08/26,10:33:04,15.1136,19.744,34.321,46.839,52963.685,1024.377,24.311,2.53,2.53,0.15,90.71,6.733,8.26,6.747,6.747,
2025/08/26,10:33:05,15.3930,19.738,34.306,46.815,52944.371,1024.369,24.301,2.41,2.41,0.20,90.66,6.733,8.25,6.747,6.747,
2025/08/26,10:33:06,15.7585,19.716,34.317,46.806,52963.686,1024.384,24.315,2.59,2.59,0.17,90.60,6.731,8.26,6.745,6.746,
2025/08/26,10:33:07,16.0810,19.700,34.334,46.812,52991.025,1024.403,24.333,2.34,2.34,0.14,90.58,6.728,8.27,6.742,6.742,
2025/08/26,10:33:08,16.1240,19.718,34.281,46.766,52914.656,1024.358,24.287,2.51,2.51,0.15,90.72,6.744,8.25,6.758,6.759,
2025/08/26,10:33:09,16.5110,19.682,34.292,46.743,52935.844,1024.377,24.305,2.44,2.44,0.14,90.61,6.740,8.28,6.754,6.755,
2025/08/26,10:33:10,17.0054,19.676,34.310,46.759,52962.694,1024.395,24.320,2.91,2.91,0.15,90.63,6.739,8.26,6.753,6.754,
2025/08/26,10:33:11,17.2419,19.669,34.320,46.765,52977.797,1024.405,24.330,2.53,2.53,0.14,90.56,6.732,8.26,6.746,6.747,
2025/08/26,10:33:12,17.4784,19.659,34.316,46.749,52973.554,1024.406,24.329,2.56,2.56,0.15,90.51,6.726,8.25,6.740,6.740,
2025/08/26,10:33:13,17.6289,19.649,34.315,46.738,52974.798,1024.408,24.331,2.44,2.44,0.13,90.45,6.722,8.24,6.736,6.737,
2025/08/26,10:33:14,17.9944,19.622,34.312,46.708,52975.500,1024.414,24.335,2.46,2.46,0.12,90.52,6.740,8.26,6.754,6.755,
2025/08/26,10:33:15,18.3814,19.589,34.318,46.682,52990.829,1024.430,24.349,2.25,2.25,0.12,90.43,6.735,8.25,6.749,6.749,
2025/08/26,10:33:16,18.4244,19.595,34.289,46.654,52949.733,1024.406,24.325,2.61,2.61,0.15,90.38,6.732,8.28,6.746,6.746,
2025/08/26,10:33:17,18.7253,19.563,34.293,46.627,52961.891,1024.419,24.337,2.59,2.59,0.12,90.34,6.736,8.28,6.750,6.751,
2025/08/26,10:33:18,19.2843,19.451,34.329,46.559,53033.573,1024.478,24.393,2.25,2.25,0.12,90.04,6.726,8.26,6.740,6.741,
2025/08/26,10:33:19,19.5208,19.423,34.312,46.510,53014.855,1024.473,24.387,2.47,2.47,0.09,89.81,6.708,8.26,6.722,6.722,
2025/08/26,10:33:20,19.5638,19.429,34.326,46.533,53032.871,1024.482,24.396,2.20,2.20,0.10,89.62,6.692,8.28,6.706,6.707,
2025/08/26,10:33:21,19.9723,19.315,34.307,46.398,53030.211,1024.499,24.411,2.25,2.25,0.08,89.46,6.702,8.26,6.715,6.716,
2025/08/26,10:33:22,20.3807,19.155,34.379,46.324,53160.939,1024.597,24.507,2.04,2.04,0.12,88.96,6.674,8.27,6.688,6.688,
2025/08/26,10:33:23,20.6387,18.983,34.422,46.205,53255.039,1024.675,24.584,2.50,2.50,0.12,88.35,6.646,8.25,6.659,6.660,
2025/08/26,10:33:24,20.7677,18.943,34.416,46.159,53255.742,1024.681,24.590,2.10,2.10,0.14,87.86,6.620,8.26,6.633,6.633,
2025/08/26,10:33:25,21.1547,18.836,34.344,45.967,53177.735,1024.655,24.561,2.34,2.34,0.10,87.67,6.623,8.28,6.636,6.637,
2025/08/26,10:33:26,21.5417,18.709,34.405,45.914,53289.090,1024.735,24.640,1.92,1.92,0.10,87.24,6.601,8.26,6.614,6.614,
2025/08/26,10:33:27,21.6492,18.615,34.438,45.859,53353.669,1024.784,24.689,2.01,2.01,0.14,86.67,6.564,8.27,6.577,6.577,
2025/08/26,10:33:28,22.0146,18.519,34.352,45.662,53255.903,1024.745,24.648,2.23,2.23,0.08,86.36,6.561,8.25,6.573,6.574,
2025/08/26,10:33:29,22.4446,18.399,34.395,45.595,53341.136,1024.809,24.710,1.92,1.92,0.06,85.77,6.526,8.26,6.538,6.539,
2025/08/26,10:33:30,22.7241,18.257,34.447,45.516,53443.949,1024.886,24.785,1.78,1.78,0.08,85.31,6.502,8.26,6.514,6.515,
2025/08/26,10:33:31,22.9176,18.117,34.475,45.410,53512.991,1024.943,24.841,1.70,1.70,0.08,84.55,6.460,8.26,6.472,6.473,
2025/08/26,10:33:32,23.0681,18.172,34.432,45.414,53441.219,1024.897,24.795,1.80,1.80,0.10,84.43,6.449,8.26,6.461,6.462,
2025/08/26,10:33:33,23.4980,17.875,34.413,45.098,53481.237,1024.957,24.853,1.68,1.68,0.09,83.82,6.446,8.26,6.457,6.457,
2025/08/26,10:33:34,23.9065,17.809,34.442,45.066,53536.385,1024.998,24.892,1.74,1.74,0.08,83.26,6.405,8.28,6.416,6.416,
2025/08/26,10:33:35,24.0785,17.817,34.444,45.077,53537.032,1024.998,24.891,1.66,1.66,0.06,82.91,6.372,8.26,6.383,6.384,
2025/08/26,10:33:36,24.3365,17.796,34.418,45.025,53505.374,1024.984,24.876,1.71,1.71,0.08,82.86,6.380,8.28,6.391,6.392,
2025/08/26,10:33:37,24.7020,17.742,34.409,44.961,53505.109,1024.992,24.882,1.61,1.61,0.06,82.71,6.374,8.28,6.385,6.385,
2025/08/26,10:33:38,24.8955,17.759,34.420,44.992,53517.343,1024.997,24.887,1.99,1.99,0.08,82.59,6.358,8.26,6.369,6.370,
2025/08/26,10:33:39,25.1749,17.719,34.427,44.961,53536.228,1025.013,24.902,1.70,1.70,0.08,82.45,6.357,8.24,6.368,6.368,
2025/08/26,10:33:40,25.5834,17.712,34.404,44.926,53505.645,1024.999,24.886,1.80,1.80,0.08,82.36,6.351,8.25,6.362,6.363,
2025/08/26,10:33:41,25.8414,17.695,34.423,44.933,53536.409,1025.019,24.905,1.53,1.53,0.05,82.21,6.338,8.27,6.349,6.350,
2025/08/26,10:33:42,26.2284,17.573,34.450,44.844,53601.748,1025.071,24.955,2.52,2.52,0.05,81.83,6.325,8.25,6.335,6.336,
2025/08/26,10:33:43,26.3789,17.570,34.431,44.820,53576.675,1025.058,24.941,1.55,1.55,0.08,81.48,6.296,8.25,6.306,6.307,
2025/08/26,10:33:44,26.7228,17.524,34.409,44.747,53556.132,1025.053,24.935,1.30,1.30,0.12,81.33,6.296,8.25,6.307,6.307,
2025/08/26,10:33:45,27.1528,17.451,34.433,44.705,53607.175,1025.092,24.971,1.36,1.36,0.06,81.05,6.281,8.24,6.292,6.292,
2025/08/26,10:33:46,27.2603,17.450,34.448,44.721,53628.378,1025.104,24.983,1.44,1.44,0.06,80.63,6.244,8.28,6.254,6.254,
2025/08/26,10:33:47,27.5398,17.402,34.422,44.643,53602.593,1025.096,24.974,1.30,1.30,0.06,80.47,6.243,8.28,6.253,6.253,
2025/08/26,10:33:48,27.9698,17.346,34.421,44.587,53615.345,1025.111,24.988,1.32,1.32,0.09,80.26,6.235,8.25,6.245,6.245,
2025/08/26,10:33:49,28.2707,17.334,34.434,44.590,53635.837,1025.125,25.000,1.24,1.24,0.08,80.01,6.213,8.25,6.223,6.223,
2025/08/26,10:33:50,28.5717,17.328,34.437,44.588,53641.972,1025.131,25.004,1.28,1.28,0.09,79.85,6.202,8.26,6.213,6.213,
2025/08/26,10:33:51,28.7437,17.327,34.453,44.605,53664.154,1025.144,25.016,1.36,1.36,0.06,79.76,6.193,8.28,6.203,6.204,
2025/08/26,10:33:52,29.1092,17.310,34.426,44.557,53630.766,1025.129,25.000,1.30,1.30,0.08,79.76,6.201,8.26,6.211,6.211,
2025/08/26,10:33:53,29.4532,17.290,34.436,44.550,53649.774,1025.143,25.012,1.22,1.22,0.13,79.55,6.182,8.28,6.192,6.192,
2025/08/26,10:33:54,29.6037,17.296,34.442,44.562,53656.803,1025.147,25.015,1.29,1.29,0.06,79.46,6.174,8.25,6.184,6.185,
2025/08/26,10:33:55,29.8186,17.284,34.449,44.559,53669.097,1025.155,25.023,1.50,1.50,0.09,79.48,6.178,8.26,6.188,6.188,
2025/08/26,10:33:56,30.0981,17.276,34.431,44.530,53646.183,1025.145,25.012,1.23,1.23,0.08,79.47,6.182,8.25,6.193,6.193,
2025/08/26,10:33:57,30.5711,17.234,34.417,44.474,53637.366,1025.147,25.011,1.17,1.17,0.08,79.46,6.189,8.26,6.199,6.199,
2025/08/26,10:33:58,30.9581,17.179,34.446,44.453,53691.167,1025.184,25.047,1.21,1.21,0.06,79.24,6.172,8.26,6.181,6.182,
2025/08/26,10:33:59,31.1086,17.151,34.470,44.453,53730.947,1025.209,25.072,1.12,1.12,0.06,79.00,6.156,8.25,6.165,6.166,
2025/08/26,10:34:00,31.3881,17.087,34.474,44.395,53752.730,1025.229,25.090,1.36,1.36,0.06,78.89,6.157,8.28,6.167,6.167,
2025/08/26,10:34:01,31.7750,17.066,34.439,44.334,53709.337,1025.209,25.068,1.22,1.22,0.06,78.84,6.159,8.25,6.169,6.169,
2025/08/26,10:34:02,31.9255,17.073,34.441,44.343,53710.268,1025.210,25.068,1.15,1.15,0.08,78.76,6.148,8.26,6.158,6.159,
2025/08/26,10:34:03,32.0545,17.068,34.451,44.350,53724.629,1025.219,25.077,1.09,1.09,0.06,78.63,6.138,8.28,6.147,6.148,
2025/08/26,10:34:04,32.5060,17.073,34.421,44.321,53682.728,1025.197,25.053,1.19,1.19,0.06,78.57,6.138,8.24,6.148,6.148,
2025/08/26,10:34:05,32.9360,17.035,34.441,44.306,53719.669,1025.223,25.077,1.18,1.18,0.06,78.48,6.133,8.24,6.142,6.143,
2025/08/26,10:34:06,33.0864,17.027,34.444,44.301,53725.044,1025.227,25.081,1.08,1.08,0.09,78.44,6.127,8.25,6.137,6.137,
2025/08/26,10:34:07,33.3444,17.011,34.434,44.275,53715.998,1025.225,25.077,1.22,1.22,0.10,78.45,6.134,8.26,6.143,6.144,
2025/08/26,10:34:08,33.7959,17.002,34.433,44.265,53717.141,1025.229,25.079,1.26,1.26,0.08,78.46,6.137,8.28,6.146,6.147,
2025/08/26,10:34:09,34.0109,16.980,34.440,44.252,53732.010,1025.240,25.089,1.49,1.49,0.09,78.28,6.125,8.28,6.134,6.135,
2025/08/26,10:34:10,34.2474,16.962,34.441,44.235,53737.721,1025.246,25.094,1.11,1.11,0.06,78.20,6.121,8.25,6.130,6.131,
2025/08/26,10:34:11,34.5699,16.961,34.429,44.220,53721.653,1025.239,25.085,1.12,1.12,0.08,78.02,6.107,8.25,6.117,6.117,
2025/08/26,10:34:12,34.7633,16.954,34.439,44.224,53736.887,1025.249,25.094,1.14,1.14,0.09,78.02,6.107,8.25,6.116,6.116,
2025/08/26,10:34:13,35.0643,16.940,34.439,44.211,53740.800,1025.253,25.098,1.24,1.24,0.06,78.03,6.110,8.26,6.119,6.120,
2025/08/26,10:34:14,35.4513,16.873,34.451,44.160,53774.653,1025.281,25.123,1.09,1.09,0.06,77.95,6.112,8.26,6.122,6.122,
2025/08/26,10:34:15,35.5803,16.872,34.439,44.145,53757.412,1025.272,25.114,1.08,1.08,0.08,77.83,6.100,8.26,6.109,6.110,
2025/08/26,10:34:16,35.7738,16.843,34.448,44.126,53776.872,1025.286,25.127,1.13,1.13,0.06,77.72,6.099,8.25,6.108,6.108,
2025/08/26,10:34:17,36.2468,16.814,34.432,44.081,53762.931,1025.283,25.122,1.05,1.05,0.06,77.75,6.106,8.26,6.115,6.115,
2025/08/26,10:34:18,36.5047,16.810,34.437,44.082,53770.063,1025.289,25.127,1.05,1.05,0.10,77.65,6.095,8.28,6.105,6.105,
2025/08/26,10:34:19,36.7412,16.788,34.447,44.072,53789.808,1025.303,25.140,1.09,1.09,0.08,77.58,6.095,8.25,6.104,6.104,
2025/08/26,10:34:20,37.1282,16.765,34.422,44.021,53760.589,1025.291,25.126,1.09,1.09,0.09,77.59,6.099,8.25,6.108,6.108,
2025/08/26,10:34:21,37.4722,16.757,34.422,44.014,53763.810,1025.295,25.128,1.06,1.06,0.06,77.62,6.101,8.26,6.110,6.111,
2025/08/26,10:34:22,37.5797,16.763,34.428,44.027,53770.277,1025.298,25.131,1.27,1.27,0.06,77.62,6.100,8.26,6.109,6.109,
