//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=1000
SampleCnt=176       
StartTime=2025/08/26 09:54:47
EndTime=2025/08/26 09:57:42
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],Weiss-DO [mg/l],電池電圧 [V],G&G-DO [mg/l],B&K-DO [mg/l],
2025/08/26,09:55:03,1.7414,25.557,33.510,51.617,50992.857,1022.054,22.046,1.83,1.83,0.37,114.32,7.711,8.25,7.733,7.734,
2025/08/26,09:55:04,2.0424,25.493,33.574,51.641,51086.870,1022.123,22.114,1.73,1.73,0.45,114.50,7.726,8.27,7.747,7.748,
2025/08/26,09:55:05,2.3649,25.429,33.588,51.596,51113.148,1022.154,22.144,1.81,1.81,0.45,114.39,7.728,8.27,7.750,7.751,
2025/08/26,09:55:06,2.7303,25.218,33.622,51.429,51183.502,1022.246,22.234,2.04,2.04,0.44,114.14,7.736,8.27,7.758,7.759,
2025/08/26,09:55:07,2.9668,25.052,33.739,51.421,51362.146,1022.386,22.373,1.90,1.90,0.36,114.83,7.799,8.28,7.820,7.821,
2025/08/26,09:55:08,3.2678,24.994,33.728,51.348,51354.107,1022.396,22.382,2.31,2.31,0.46,114.76,7.806,8.28,7.827,7.829,
2025/08/26,09:55:09,3.6548,24.737,33.807,51.194,51491.998,1022.535,22.519,2.68,2.68,0.49,114.90,7.841,8.27,7.863,7.864,
2025/08/26,09:55:10,3.8913,24.563,33.854,51.082,51577.508,1022.624,22.607,2.66,2.66,0.44,115.63,7.908,8.28,7.930,7.931,
2025/08/26,09:55:11,4.2137,24.336,33.865,50.866,51620.264,1022.701,22.683,2.88,2.88,0.51,116.35,7.995,8.27,8.016,8.017,
2025/08/26,09:55:12,4.5577,24.181,33.949,50.823,51754.829,1022.813,22.793,2.96,2.96,0.54,116.78,8.037,8.28,8.059,8.060,
2025/08/26,09:55:13,4.7727,24.171,33.977,50.849,51793.349,1022.837,22.816,2.99,2.99,0.28,115.95,7.977,8.26,7.998,7.999,
2025/08/26,09:55:14,5.1167,24.166,33.980,50.848,51798.952,1022.843,22.821,3.24,3.24,0.28,114.65,7.894,8.27,7.915,7.916,
2025/08/26,09:55:15,5.4822,24.141,33.986,50.831,51809.602,1022.856,22.832,3.72,3.72,0.24,113.21,7.798,8.26,7.819,7.820,
2025/08/26,09:55:16,5.6971,24.128,33.985,50.817,51811.016,1022.861,22.836,3.06,3.06,0.23,112.24,7.731,8.26,7.751,7.753,
2025/08/26,09:55:17,6.0626,24.079,33.965,50.739,51789.180,1022.861,22.834,3.41,3.41,0.23,111.54,7.694,8.28,7.715,7.716,
2025/08/26,09:55:18,6.4066,24.007,34.006,50.722,51854.940,1022.915,22.887,3.45,3.45,0.19,110.56,7.630,8.27,7.650,7.652,
2025/08/26,09:55:19,6.6216,23.993,34.001,50.701,51849.782,1022.916,22.887,3.44,3.44,0.24,110.22,7.608,8.28,7.628,7.629,
2025/08/26,09:55:20,6.9441,23.900,33.999,50.605,51860.122,1022.944,22.913,3.91,3.91,0.23,109.91,7.602,8.27,7.622,7.623,
2025/08/26,09:55:21,7.2880,23.821,33.952,50.463,51806.157,1022.932,22.901,3.64,3.64,0.28,110.04,7.623,8.27,7.644,7.645,
2025/08/26,09:55:22,7.5890,23.789,33.998,50.491,51873.093,1022.978,22.945,4.03,4.03,0.26,111.09,7.696,8.27,7.716,7.718,
2025/08/26,09:55:23,7.8470,23.743,34.009,50.460,51894.719,1023.001,22.967,4.06,4.06,0.24,111.73,7.746,8.25,7.766,7.767,
2025/08/26,09:55:24,8.1480,23.457,34.023,50.189,51952.168,1023.096,23.061,3.97,3.97,0.31,112.37,7.829,8.26,7.849,7.850,
2025/08/26,09:55:25,8.4705,23.403,34.052,50.172,51998.589,1023.135,23.098,4.49,4.49,0.41,112.94,7.875,8.28,7.895,7.896,
2025/08/26,09:55:26,8.7715,23.382,34.044,50.140,51990.566,1023.136,23.098,4.37,4.37,0.44,113.11,7.890,8.26,7.910,7.912,
2025/08/26,09:55:27,9.0509,23.235,34.032,49.976,51995.289,1023.171,23.132,5.10,5.10,0.38,113.31,7.932,8.26,7.952,7.953,
2025/08/26,09:55:28,9.3304,23.093,34.051,49.858,52041.365,1023.228,23.187,5.39,5.39,0.37,113.18,7.936,8.27,7.956,7.957,
2025/08/26,09:55:29,9.6959,22.917,34.052,49.682,52067.760,1023.281,23.239,5.67,5.67,0.42,113.01,7.947,8.26,7.967,7.968,
2025/08/26,09:55:30,9.9754,22.801,34.108,49.637,52160.771,1023.358,23.314,5.86,5.86,0.32,112.80,7.945,8.26,7.965,7.966,
2025/08/26,09:55:31,10.2549,22.693,34.058,49.464,52108.913,1023.352,23.307,6.21,6.21,0.51,112.29,7.924,8.28,7.944,7.945,
2025/08/26,09:55:32,10.5558,22.571,34.102,49.397,52186.716,1023.421,23.375,6.75,6.75,0.44,111.80,7.903,8.27,7.923,7.924,
2025/08/26,09:55:33,10.8138,22.520,34.082,49.320,52166.801,1023.421,23.374,6.00,6.00,0.51,111.35,7.879,8.26,7.899,7.900,
2025/08/26,09:55:34,11.2008,22.230,34.071,49.014,52195.278,1023.496,23.447,6.14,6.14,0.38,110.86,7.888,8.26,7.907,7.908,
2025/08/26,09:55:35,11.4373,21.971,34.205,48.925,52418.926,1023.672,23.622,6.08,6.08,0.44,109.51,7.814,8.28,7.833,7.834,
2025/08/26,09:55:36,11.7168,21.866,34.143,48.741,52350.674,1023.655,23.604,6.04,6.04,0.53,108.30,7.750,8.26,7.769,7.770,
2025/08/26,09:55:37,12.0178,21.698,34.120,48.543,52345.494,1023.685,23.633,6.30,6.30,0.90,107.57,7.719,8.26,7.738,7.739,
2025/08/26,09:55:38,12.3832,21.509,34.147,48.388,52413.280,1023.760,23.706,6.28,6.28,0.88,106.42,7.663,8.26,7.681,7.682,
2025/08/26,09:55:39,12.6412,21.470,34.198,48.413,52489.620,1023.811,23.755,5.86,5.86,0.74,104.63,7.532,8.27,7.550,7.551,
2025/08/26,09:55:40,12.8347,21.461,34.175,48.375,52459.430,1023.796,23.740,6.20,6.20,0.85,103.56,7.459,8.26,7.477,7.478,
2025/08/26,09:55:41,13.2432,21.458,34.165,48.360,52447.009,1023.792,23.734,6.83,6.83,1.00,103.15,7.435,8.28,7.452,7.453,
2025/08/26,09:55:42,13.5012,21.453,34.173,48.365,52458.810,1023.800,23.741,7.31,7.31,1.01,103.12,7.430,8.27,7.447,7.448,
2025/08/26,09:55:43,13.7806,21.442,34.175,48.357,52463.901,1023.806,23.746,7.22,7.22,0.65,102.98,7.426,8.27,7.443,7.444,
2025/08/26,09:55:44,14.0816,21.400,34.172,48.311,52466.156,1023.816,23.755,5.83,5.83,0.67,103.14,7.443,8.26,7.461,7.462,
2025/08/26,09:55:45,14.3611,21.340,34.183,48.265,52491.867,1023.843,23.780,6.40,6.40,0.77,102.67,7.412,8.27,7.430,7.431,
2025/08/26,09:55:46,14.3611,21.346,34.178,48.265,52484.174,1023.837,23.774,5.23,5.23,0.78,102.05,7.364,8.26,7.381,7.382,
2025/08/26,09:55:47,14.2966,21.342,34.160,48.238,52459.776,1023.824,23.762,6.50,6.50,0.70,101.47,7.328,8.27,7.346,7.347,
2025/08/26,09:55:48,14.2536,21.343,34.168,48.249,52470.208,1023.830,23.767,5.29,5.29,0.81,101.25,7.314,8.27,7.331,7.332,
2025/08/26,09:55:49,14.1246,21.364,34.181,48.287,52484.896,1023.833,23.772,5.84,5.84,0.81,101.10,7.299,8.25,7.317,7.318,
2025/08/26,09:55:50,14.1676,21.380,34.180,48.300,52480.203,1023.828,23.766,5.13,5.13,0.85,101.18,7.299,8.26,7.316,7.317,
2025/08/26,09:55:51,14.1676,21.386,34.169,48.293,52464.374,1023.818,23.756,5.59,5.59,0.78,101.51,7.321,8.28,7.338,7.339,
2025/08/26,09:55:52,14.1676,21.378,34.181,48.300,52482.022,1023.829,23.767,6.19,6.19,0.72,101.77,7.344,8.25,7.361,7.362,
2025/08/26,09:55:53,14.1461,21.377,34.180,48.298,52480.891,1023.829,23.767,5.55,5.55,0.67,101.83,7.348,8.29,7.366,7.367,
2025/08/26,09:55:54,14.1461,21.384,34.153,48.271,52443.342,1023.807,23.745,5.47,5.47,0.70,101.75,7.349,8.28,7.366,7.367,
2025/08/26,09:55:55,14.1676,21.367,34.163,48.267,52459.914,1023.819,23.757,5.15,5.15,0.73,101.51,7.330,8.27,7.347,7.348,
2025/08/26,09:55:56,14.1246,21.361,34.163,48.261,52460.839,1023.821,23.759,4.99,4.99,0.78,101.53,7.331,8.27,7.348,7.349,
2025/08/26,09:55:57,14.1676,21.360,34.175,48.275,52477.707,1023.830,23.768,5.07,5.07,0.81,101.44,7.327,8.26,7.344,7.345,
2025/08/26,09:55:58,14.2106,21.352,34.165,48.254,52464.355,1023.825,23.762,5.12,5.12,0.74,101.22,7.311,8.26,7.328,7.329,
2025/08/26,09:55:59,14.1031,21.360,34.173,48.272,52473.786,1023.828,23.766,6.22,6.22,0.85,101.32,7.317,8.26,7.334,7.335,
2025/08/26,09:56:00,14.0816,21.385,34.173,48.297,52470.172,1023.821,23.760,5.47,5.47,0.68,101.23,7.308,8.26,7.326,7.327,
2025/08/26,09:56:01,14.1891,21.367,34.186,48.295,52491.014,1023.837,23.775,4.82,4.82,0.78,101.46,7.324,8.27,7.342,7.343,
2025/08/26,09:56:02,14.2106,21.361,34.160,48.257,52456.145,1023.818,23.756,5.51,5.51,0.81,101.32,7.318,8.27,7.335,7.336,
2025/08/26,09:56:03,14.1461,21.360,34.178,48.278,52480.857,1023.832,23.770,5.37,5.37,0.74,101.10,7.299,8.27,7.316,7.317,
2025/08/26,09:56:04,14.0816,21.384,34.182,48.308,52483.278,1023.829,23.767,5.02,5.02,0.69,100.93,7.285,8.26,7.302,7.303,
2025/08/26,09:56:05,14.1461,21.392,34.171,48.302,52465.634,1023.818,23.756,5.60,5.60,0.72,101.48,7.328,8.26,7.346,7.346,
2025/08/26,09:56:06,14.1461,21.390,34.163,48.290,52455.560,1023.812,23.750,5.64,5.64,0.69,101.96,7.363,8.26,7.380,7.381,
2025/08/26,09:56:07,14.1461,21.392,34.151,48.277,52439.034,1023.803,23.741,5.89,5.89,0.96,102.02,7.369,8.25,7.386,7.387,
2025/08/26,09:56:08,14.1246,21.382,34.166,48.285,52460.851,1023.817,23.755,5.75,5.75,0.65,102.12,7.376,8.28,7.393,7.394,
2025/08/26,09:56:09,14.0816,21.386,34.162,48.284,52454.722,1023.813,23.751,5.94,5.94,0.78,102.06,7.369,8.26,7.386,7.387,
2025/08/26,09:56:10,14.1461,21.386,34.170,48.294,52465.455,1023.819,23.757,5.50,5.50,0.70,102.19,7.381,8.26,7.398,7.399,
2025/08/26,09:56:11,14.1676,21.391,34.165,48.293,52458.212,1023.814,23.752,6.27,6.27,0.64,102.26,7.385,8.27,7.402,7.403,
2025/08/26,09:56:12,14.1031,21.394,34.162,48.293,52453.888,1023.811,23.749,6.13,6.13,0.77,102.33,7.387,8.27,7.405,7.406,
2025/08/26,09:56:13,14.1246,21.386,34.162,48.285,52455.374,1023.813,23.751,5.21,5.21,0.64,102.47,7.401,8.28,7.419,7.420,
2025/08/26,09:56:14,14.1246,21.390,34.162,48.289,52454.723,1023.812,23.750,5.44,5.44,0.65,102.48,7.402,8.28,7.419,7.420,
2025/08/26,09:56:15,14.0816,21.404,34.153,48.292,52439.740,1023.801,23.739,5.99,5.99,0.76,102.49,7.400,8.26,7.418,7.418,
2025/08/26,09:56:16,14.1461,21.383,34.166,48.286,52460.352,1023.816,23.754,6.42,6.42,0.81,102.53,7.407,8.27,7.424,7.425,
2025/08/26,09:56:17,14.1246,21.387,34.171,48.297,52467.785,1023.820,23.758,5.46,5.46,0.72,102.70,7.416,8.28,7.434,7.435,
2025/08/26,09:56:18,14.0601,21.408,34.171,48.318,52464.258,1023.814,23.752,5.91,5.91,0.63,102.75,7.418,8.26,7.436,7.437,
2025/08/26,09:56:19,14.0816,21.400,34.165,48.302,52456.246,1023.811,23.749,5.99,5.99,0.79,102.85,7.428,8.26,7.446,7.447,
2025/08/26,09:56:20,14.1676,21.374,34.158,48.268,52451.595,1023.813,23.751,5.81,5.81,0.79,102.75,7.423,8.28,7.441,7.442,
2025/08/26,09:56:21,14.0601,21.365,34.181,48.288,52484.893,1023.833,23.771,5.35,5.35,0.72,102.62,7.413,8.27,7.430,7.431,
2025/08/26,09:56:22,14.0816,21.353,34.132,48.213,52419.465,1023.799,23.737,5.28,5.28,0.83,102.49,7.414,8.26,7.431,7.432,
2025/08/26,09:56:23,14.0601,21.320,34.176,48.235,52485.212,1023.841,23.780,5.40,5.40,0.77,101.97,7.373,8.27,7.391,7.391,
2025/08/26,09:56:24,14.0601,21.333,34.174,48.246,52479.865,1023.836,23.775,5.34,5.34,0.87,101.97,7.371,8.26,7.389,7.390,
2025/08/26,09:56:25,14.1031,21.325,34.146,48.202,52442.562,1023.817,23.755,5.10,5.10,1.06,102.05,7.383,8.26,7.401,7.401,
2025/08/26,09:56:26,14.0816,21.294,34.176,48.210,52489.377,1023.849,23.787,5.76,5.76,0.95,101.47,7.342,8.27,7.359,7.360,
2025/08/26,09:56:27,14.0601,21.372,34.188,48.304,52493.244,1023.836,23.775,6.70,6.70,0.69,101.55,7.337,8.26,7.354,7.355,
2025/08/26,09:56:28,14.0601,21.395,34.103,48.219,52372.861,1023.765,23.704,5.44,5.44,0.95,102.33,7.398,8.25,7.415,7.416,
2025/08/26,09:56:29,14.0601,21.255,34.163,48.154,52478.256,1023.849,23.788,5.18,5.18,1.02,101.75,7.369,8.26,7.386,7.387,
2025/08/26,09:56:30,14.0816,21.229,34.174,48.142,52497.209,1023.865,23.803,4.88,4.88,1.05,101.35,7.344,8.26,7.361,7.362,
2025/08/26,09:56:31,14.0816,21.248,34.182,48.171,52504.537,1023.865,23.804,4.91,4.91,1.06,101.10,7.321,8.26,7.338,7.339,
2025/08/26,09:56:32,14.0171,21.281,34.162,48.179,52472.429,1023.841,23.780,5.52,5.52,1.18,101.05,7.315,8.26,7.332,7.333,
2025/08/26,09:56:33,13.9956,21.265,34.190,48.199,52513.764,1023.867,23.806,5.26,5.26,1.33,101.06,7.316,8.26,7.333,7.334,
2025/08/26,09:56:34,14.0816,21.263,34.159,48.158,52471.748,1023.844,23.783,4.95,4.95,1.26,101.18,7.325,8.26,7.342,7.343,
2025/08/26,09:56:35,14.0601,21.231,34.171,48.141,52493.481,1023.862,23.800,5.19,5.19,1.17,100.85,7.306,8.28,7.323,7.324,
2025/08/26,09:56:36,14.0171,21.283,34.195,48.222,52516.824,1023.866,23.804,5.78,5.78,1.18,100.80,7.297,8.27,7.314,7.315,
2025/08/26,09:56:37,14.0171,21.319,34.168,48.225,52474.184,1023.835,23.774,5.15,5.15,1.05,101.04,7.309,8.26,7.326,7.327,
2025/08/26,09:56:38,14.0601,21.314,34.171,48.223,52478.702,1023.839,23.777,5.00,5.00,1.02,101.14,7.317,8.26,7.334,7.335,
2025/08/26,09:56:39,14.0601,21.274,34.162,48.171,52473.063,1023.843,23.781,5.18,5.18,1.04,101.04,7.315,8.26,7.332,7.333,
2025/08/26,09:56:40,14.0171,21.266,34.161,48.162,52472.663,1023.844,23.783,5.29,5.29,1.05,100.70,7.291,8.28,7.308,7.309,
2025/08/26,09:56:41,14.0386,21.273,34.169,48.179,52483.189,1023.849,23.787,5.23,5.23,1.05,100.54,7.280,8.26,7.297,7.297,
2025/08/26,09:56:42,14.0386,21.260,34.163,48.159,52477.168,1023.848,23.786,6.17,6.17,1.13,100.26,7.261,8.26,7.278,7.279,
2025/08/26,09:56:43,14.0171,21.279,34.172,48.189,52485.724,1023.849,23.788,5.44,5.44,1.08,100.14,7.248,8.26,7.265,7.266,
2025/08/26,09:56:44,14.0386,21.296,34.166,48.199,52475.309,1023.840,23.779,5.16,5.16,1.19,100.52,7.276,8.26,7.293,7.293,
2025/08/26,09:56:45,14.0816,21.296,34.177,48.213,52490.462,1023.849,23.787,5.32,5.32,1.10,100.71,7.288,8.27,7.305,7.306,
2025/08/26,09:56:46,13.9956,21.311,34.161,48.207,52465.524,1023.832,23.771,5.19,5.19,1.14,101.03,7.310,8.28,7.327,7.328,
2025/08/26,09:56:47,13.9956,21.314,34.159,48.208,52462.978,1023.830,23.769,5.29,5.29,1.22,101.23,7.326,8.26,7.343,7.344,
2025/08/26,09:56:48,14.0816,21.320,34.166,48.223,52471.689,1023.834,23.772,5.13,5.13,1.13,101.52,7.345,8.25,7.362,7.363,
2025/08/26,09:56:49,14.0386,21.329,34.161,48.226,52463.637,1023.828,23.766,5.56,5.56,1.19,101.76,7.361,8.26,7.378,7.379,
2025/08/26,09:56:50,14.0601,21.318,34.168,48.224,52474.409,1023.836,23.774,5.44,5.44,1.40,101.62,7.352,8.27,7.369,7.370,
2025/08/26,09:56:51,14.0171,21.316,34.158,48.209,52461.588,1023.829,23.767,5.13,5.13,1.17,101.62,7.352,8.28,7.370,7.371,
2025/08/26,09:56:52,13.9956,21.309,34.173,48.221,52482.676,1023.842,23.780,5.33,5.33,1.15,101.51,7.345,8.26,7.362,7.363,
2025/08/26,09:56:53,13.9096,21.316,34.172,48.227,52480.279,1023.839,23.778,5.81,5.81,1.17,101.55,7.346,8.28,7.364,7.364,
2025/08/26,09:56:54,13.7161,21.319,34.213,48.282,52535.916,1023.868,23.808,5.43,5.43,1.19,101.57,7.345,8.25,7.363,7.363,
2025/08/26,09:56:55,13.4152,21.413,34.178,48.332,52472.524,1023.815,23.756,5.72,5.72,0.88,101.81,7.356,8.25,7.373,7.374,
2025/08/26,09:56:56,13.1142,21.430,34.170,48.338,52458.172,1023.802,23.745,6.06,6.06,0.73,102.40,7.394,8.26,7.412,7.412,
2025/08/26,09:56:57,12.8132,21.442,34.170,48.350,52456.736,1023.798,23.742,5.78,5.78,0.70,102.69,7.413,8.28,7.431,7.432,
2025/08/26,09:56:58,12.5122,21.454,34.161,48.351,52441.809,1023.786,23.732,5.88,5.88,0.79,103.03,7.437,8.26,7.454,7.455,
2025/08/26,09:56:59,12.1682,21.477,34.211,48.437,52506.183,1023.816,23.763,5.02,5.02,0.79,103.02,7.430,8.26,7.448,7.449,
2025/08/26,09:57:00,11.8458,21.573,34.345,48.702,52673.217,1023.890,23.838,5.60,5.60,0.60,103.13,7.414,8.27,7.432,7.433,
2025/08/26,09:57:01,11.4803,21.839,34.197,48.782,52428.488,1023.703,23.653,5.81,5.81,0.49,104.20,7.474,8.28,7.492,7.493,
2025/08/26,09:57:02,11.0073,21.922,34.261,48.948,52502.712,1023.726,23.678,5.53,5.53,0.42,105.46,7.548,8.26,7.566,7.567,
2025/08/26,09:57:03,10.7708,22.045,34.319,49.146,52563.054,1023.735,23.688,4.89,4.89,0.61,106.18,7.578,8.27,7.597,7.598,
2025/08/26,09:57:04,10.4484,22.280,34.234,49.273,52409.948,1023.603,23.557,4.98,4.98,0.49,107.06,7.611,8.26,7.630,7.631,
2025/08/26,09:57:05,10.0399,22.430,34.185,49.362,52320.675,1023.522,23.478,4.73,4.73,0.46,108.42,7.691,8.26,7.710,7.711,
2025/08/26,09:57:06,9.8034,22.550,34.149,49.437,52253.725,1023.460,23.417,4.82,4.82,0.38,109.50,7.754,8.26,7.774,7.775,
2025/08/26,09:57:07,9.5454,22.634,34.099,49.457,52172.508,1023.396,23.355,5.16,5.16,0.38,110.09,7.789,8.27,7.809,7.810,
2025/08/26,09:57:08,9.2014,22.679,34.152,49.570,52237.665,1023.422,23.382,5.97,5.97,0.31,110.52,7.811,8.24,7.831,7.832,
2025/08/26,09:57:09,8.8789,22.794,34.215,49.768,52306.662,1023.436,23.397,4.61,4.61,0.31,110.96,7.823,8.26,7.843,7.844,
2025/08/26,09:57:10,8.6425,22.937,34.143,49.820,52188.196,1023.339,23.302,4.44,4.44,0.32,111.65,7.853,8.28,7.873,7.874,
2025/08/26,09:57:11,8.2985,23.089,34.120,49.944,52135.835,1023.277,23.241,4.09,4.09,0.28,112.39,7.889,8.25,7.909,7.910,
2025/08/26,09:57:12,7.9330,23.223,34.117,50.076,52112.808,1023.235,23.200,3.79,3.79,0.28,112.89,7.907,8.27,7.928,7.929,
2025/08/26,09:57:13,7.6750,23.314,34.059,50.091,52020.113,1023.163,23.129,4.27,4.27,0.32,113.12,7.912,8.26,7.932,7.934,
2025/08/26,09:57:14,7.3955,23.358,34.246,50.381,52268.748,1023.291,23.259,3.65,3.65,0.26,113.25,7.906,8.26,7.927,7.928,
2025/08/26,09:57:15,6.9656,23.686,34.091,50.509,52012.531,1023.076,23.045,3.50,3.50,0.24,113.20,7.869,8.26,7.890,7.891,
